-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1990 through 03/31/2020 
Location: Latitude  34.6078   Longitude 43.6908 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 140.22 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
WS10M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 10 Meters (m/s) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
ALLSKY_SFC_LW_DWN SRB/FLASHFlux 1/2x1/2 Downward Thermal Infrared (Longwave) Radiative Flux (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
WS10M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 10 Meters (m/s) 
KT SRB/FLASHFlux 1/2x1/2 Insolation Clearness Index (dimensionless) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M,T2M_MAX,T2M_MIN,T2M,WS10M,ALLSKY_SFC_LW_DWN,TS,WS10M_MIN,WS10M_MAX,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
34.60781,43.69081,1994,07,11,   17.24,   44.94,   30.12,   37.73,    4.13,              9.12,   40.05,    1.49,    8.05,              0.71,              8.05,              8.05
34.60781,43.69081,1994,07,12,   18.26,   43.31,   29.35,   36.28,    7.99,              9.10,   37.97,    6.26,    9.37,              0.72,              8.19,              8.19
34.60781,43.69081,1994,07,13,   19.62,   45.91,   30.09,   38.22,    2.91,              9.62,   41.03,    0.54,    6.62,              0.71,              8.12,              8.05
34.60781,43.69081,1994,07,14,   19.85,   45.05,   31.29,   38.05,    2.89,              9.48,   39.85,    1.43,    4.46,              0.67,              7.57,              7.57
34.60781,43.69081,1994,07,15,   24.38,   42.17,   29.07,   35.42,    4.99,              9.42,   37.50,    3.23,    6.25,              0.72,              8.15,              8.11
34.60781,43.69081,1994,07,16,   24.46,   41.38,   28.93,   34.81,    4.24,              9.31,   36.96,    2.89,    6.04,              0.70,              7.92,              7.87
34.60781,43.69081,1994,07,17,   21.35,   42.84,   27.50,   35.68,    3.86,              9.24,   38.15,    2.58,    5.73,              0.70,              8.01,              7.96
34.60781,43.69081,1994,07,18,   23.14,   41.47,   28.07,   34.90,    4.99,              9.42,   37.16,    3.21,    6.71,              0.71,              8.06,              8.02
34.60781,43.69081,1994,07,19,   24.54,   39.69,   28.80,   33.78,    5.69,              9.21,   35.90,    3.86,    7.72,              0.71,              8.03,              8.00
34.60781,43.69081,1994,07,20,   24.36,   39.02,   26.42,   32.76,    5.58,              9.18,   34.92,    3.82,    7.65,              0.73,              8.27,              8.20
34.60781,43.69081,1994,07,21,   17.46,   41.47,   24.92,   33.52,    5.45,              8.78,   35.58,    4.11,    6.62,              0.65,              7.34,              7.34
34.60781,43.69081,1994,07,22,   18.87,   43.81,   26.62,   35.76,    5.11,              8.76,   37.96,    2.95,    7.42,              0.68,              7.59,              7.59
34.60781,43.69081,1994,07,23,   16.50,   44.83,   28.98,   36.89,    4.60,              9.13,   39.10,    3.23,    7.17,              0.70,              7.80,              7.80
34.60781,43.69081,1994,07,24,   16.06,   45.39,   30.02,   37.49,    6.12,              9.32,   39.10,    4.63,    8.71,              0.70,              7.78,              7.78
34.60781,43.69081,1994,07,25,   17.53,   43.53,   28.79,   36.01,    5.68,              9.45,   37.64,    3.77,    7.00,              0.67,              7.53,              7.46
34.60781,43.69081,1994,07,26,   17.00,   43.46,   28.11,   35.65,    6.29,              9.15,   37.23,    4.34,    7.10,              0.69,              7.64,              7.64
34.60781,43.69081,1994,07,27,   20.14,   41.79,   28.02,   34.43,    6.07,              9.29,   36.15,    3.29,    7.77,              0.69,              7.69,              7.68
34.60781,43.69081,1994,07,28,   21.62,   42.28,   26.67,   34.46,    3.98,              9.03,   36.50,    3.02,    5.21,              0.68,              7.57,              7.56
34.60781,43.69081,1994,07,29,   22.86,   42.22,   27.72,   34.89,    4.77,              9.10,   36.73,    3.18,    6.33,              0.69,              7.65,              7.57
34.60781,43.69081,1994,07,30,   23.49,   40.68,   28.37,   34.25,    5.40,              9.76,   36.14,    2.52,    7.20,              0.67,              7.70,              7.38
34.60781,43.69081,1994,07,31,   23.73,   41.79,   26.42,   34.16,    4.32,              9.19,   36.45,    2.73,    7.05,              0.67,              7.35,              7.33
34.60781,43.69081,1994,08,01,   24.37,   39.78,   28.55,   33.78,    6.90,              8.91,   35.53,    4.41,    8.48,              0.70,              8.00,              7.63
34.60781,43.69081,1994,08,02,   26.49,   38.15,   25.65,   31.94,    5.75,              9.00,   33.96,    3.45,    7.20,              0.68,              7.43,              7.40
34.60781,43.69081,1994,08,03,   21.42,   40.48,   25.61,   33.02,    5.47,              8.88,   35.06,    4.39,    6.69,              0.66,              7.19,              7.19
34.60781,43.69081,1994,08,04,   17.24,   40.75,   24.07,   32.64,    5.13,              8.58,   34.72,    4.32,    6.09,              0.71,              7.65,              7.65
34.60781,43.69081,1994,08,05,   17.89,   41.07,   24.30,   32.97,    4.54,              8.91,   34.89,    3.01,    6.13,              0.70,              7.61,              7.61
34.60781,43.69081,1994,08,06,   18.40,   41.62,   26.43,   33.86,    5.98,              9.16,   35.32,    3.69,    7.91,              0.68,              7.37,              7.37
34.60781,43.69081,1994,08,07,   20.52,   42.05,   26.28,   33.93,    5.44,              8.87,   35.57,    4.20,    6.92,              0.75,              8.07,              8.07
34.60781,43.69081,1994,08,08,   20.66,   41.98,   26.42,   34.04,    5.55,              9.01,   35.58,    4.25,    7.47,              0.71,              7.56,              7.56
34.60781,43.69081,1994,08,09,   19.56,   42.42,   26.43,   34.45,    5.71,              8.99,   35.96,    3.96,    7.17,              0.73,              7.77,              7.77
34.60781,43.69081,1994,08,10,   18.54,   42.36,   26.34,   34.29,    6.15,              9.21,   35.95,    4.67,    6.99,              0.68,              7.25,              7.25
34.60781,43.69081,1994,08,11,   20.57,   41.29,   25.54,   33.42,    3.50,              8.95,   35.70,    1.30,    4.77,              0.74,              8.01,              7.81
34.60781,43.69081,1994,08,12,   13.74,   42.45,   24.83,   33.78,    4.48,              8.62,   35.67,    3.27,    6.44,              0.75,              8.02,              7.94
34.60781,43.69081,1994,08,13,   13.38,   43.43,   24.61,   34.19,    4.26,              8.65,   35.86,    3.46,    5.89,              0.74,              7.82,              7.82
34.60781,43.69081,1994,08,14,   14.54,   45.75,   26.60,   36.34,    4.34,              8.68,   37.90,    3.20,    5.26,              0.72,              7.54,              7.54
34.60781,43.69081,1994,08,15,   14.44,   45.66,   28.43,   37.07,    2.64,              8.58,   38.45,    1.71,    4.21,              0.70,              7.37,              7.37
34.60781,43.69081,1994,08,16,   13.90,   45.54,   29.39,   37.78,    2.39,              8.77,   38.99,    0.42,    3.69,              0.73,              7.61,              7.61
34.60781,43.69081,1994,08,17,   11.94,   46.43,   28.68,   37.67,    3.73,              8.91,   38.91,    2.69,    5.12,              0.75,              7.81,              7.81
34.60781,43.69081,1994,08,18,   13.15,   45.46,   29.76,   37.23,    5.32,              9.40,   38.69,    3.72,    6.84,              0.67,              7.69,              6.88
34.60781,43.69081,1994,08,19,   13.17,   43.02,   25.45,   34.42,    4.57,              8.72,   35.91,    3.14,    6.40,              0.75,              7.70,              7.70
34.60781,43.69081,1994,08,20,   14.69,   43.44,   26.74,   35.30,    4.36,              9.18,   36.90,    2.34,    6.28,              0.70,              7.52,              7.16
34.60781,43.69081,1994,08,21,   14.04,   42.34,   26.67,   34.49,    3.76,              8.46,   36.25,    1.77,    5.88,              0.69,              7.08,              7.08
34.60781,43.69081,1994,08,22,   12.84,   43.46,   25.16,   34.30,    3.74,              8.50,   35.99,    2.15,    4.36,              0.70,              7.13,              7.13
34.60781,43.69081,1994,08,23,   12.91,   42.72,   24.88,   33.67,    3.53,              8.52,   35.42,    2.89,    4.17,              0.70,              7.12,              7.12
34.60781,43.69081,1994,08,24,   14.21,   41.74,   25.10,   33.36,    3.58,              8.53,   34.67,    2.76,    5.06,              0.69,              7.01,              7.01
34.60781,43.69081,1994,08,25,   13.78,   41.87,   25.27,   33.48,    4.17,              8.32,   34.87,    3.34,    5.60,              0.70,              7.07,              7.07
34.60781,43.69081,1994,08,26,   15.02,   41.60,   25.84,   33.40,    4.70,              8.43,   34.62,    3.44,    6.92,              0.70,              7.00,              7.00
34.60781,43.69081,1994,08,27,   14.52,   41.27,   23.92,   32.62,    2.86,              8.52,   34.22,    2.09,    3.49,              0.70,              6.94,              6.94
34.60781,43.69081,1994,08,28,   18.91,   41.72,   26.15,   33.48,    4.01,              8.95,   34.57,    2.50,    5.19,              0.69,              6.81,              6.81
34.60781,43.69081,1994,08,29,   18.99,   41.63,   25.60,   33.60,    4.82,              9.37,   35.06,    3.86,    6.38,              0.65,              6.42,              6.42
34.60781,43.69081,1994,08,30,   22.79,   40.99,   24.61,   32.92,    4.74,              9.48,   34.58,    3.32,    6.32,              0.66,              6.43,              6.43
34.60781,43.69081,1994,08,31,   18.02,   41.54,   24.44,   32.92,    4.41,              9.04,   34.49,    3.52,    5.35,              0.66,              6.43,              6.43
34.60781,43.69081,1994,09,01,   19.52,   42.32,   24.80,   33.45,    3.65,              8.62,   35.19,    2.54,    4.65,              0.69,              6.70,              6.70
34.60781,43.69081,1994,09,02,   20.80,   42.40,   25.32,   33.71,    2.73,              8.71,   35.62,    0.95,    3.94,              0.67,              6.51,              6.51
34.60781,43.69081,1994,09,03,   22.59,   42.06,   26.28,   34.20,    2.93,              9.03,   36.13,    0.34,    4.60,              0.66,              6.36,              6.36
34.60781,43.69081,1994,09,04,   22.58,   41.12,   27.16,   33.79,    3.45,              9.57,   35.96,    0.24,    5.92,              0.66,              6.69,              6.35
34.60781,43.69081,1994,09,05,   21.42,   40.09,   25.87,   32.71,    7.25,              9.12,   34.16,    5.94,    8.61,              0.70,              6.63,              6.63
34.60781,43.69081,1994,09,06,   21.46,   40.08,   25.07,   32.14,    5.59,              8.55,   33.72,    2.97,    8.06,              0.71,              6.77,              6.77
34.60781,43.69081,1994,09,07,   18.32,   40.35,   25.34,   32.58,    2.46,              8.42,   34.36,    1.45,    3.86,              0.69,              6.52,              6.52
34.60781,43.69081,1994,09,08,   20.11,   39.56,   26.19,   32.00,    3.91,              9.04,   32.81,    1.16,    7.30,              0.60,              6.00,              5.63
34.60781,43.69081,1994,09,09,   18.59,   37.33,   24.29,   30.76,    1.55,              8.67,   31.68,    0.02,    2.97,              0.67,              6.32,              6.26
34.60781,43.69081,1994,09,10,   17.59,   39.22,   22.92,   31.35,    2.98,              8.55,   31.87,    1.51,    5.18,              0.70,              6.52,              6.52
34.60781,43.69081,1994,09,11,   15.38,   40.40,   25.33,   32.59,    3.37,              8.43,   32.22,    0.90,    6.69,              0.69,              6.34,              6.34
34.60781,43.69081,1994,09,12,   16.21,   40.95,   25.82,   33.05,    2.63,              8.31,   33.34,    0.58,    4.36,              0.68,              6.26,              6.26
34.60781,43.69081,1994,09,13,   17.35,   40.27,   25.38,   32.44,    3.36,              8.23,   33.71,    1.41,    4.95,              0.68,              6.23,              6.23
34.60781,43.69081,1994,09,14,   18.23,   41.87,   25.85,   33.18,    6.10,              8.28,   34.10,    5.10,    7.60,              0.67,              6.10,              6.10
34.60781,43.69081,1994,09,15,   14.90,   42.03,   24.88,   32.52,    4.59,              8.60,   33.55,    2.94,    6.87,              0.65,              5.86,              5.86
34.60781,43.69081,1994,09,16,   12.43,   41.97,   23.59,   32.67,    2.93,              8.74,   32.76,    1.95,    4.37,              0.66,              6.08,              5.93
34.60781,43.69081,1994,09,17,   11.15,   41.99,   24.56,   32.90,    3.08,              9.32,   33.60,    0.99,    4.38,              0.65,              5.89,              5.73
34.60781,43.69081,1994,09,18,    9.98,   42.89,   24.59,   33.06,    3.37,              8.62,   34.09,    1.24,    5.19,              0.69,              6.20,              6.08
34.60781,43.69081,1994,09,19,    9.62,   41.27,   24.89,   32.56,    6.09,              8.16,   33.13,    4.85,    7.84,              0.65,              5.72,              5.72
34.60781,43.69081,1994,09,20,   11.77,   39.79,   22.72,   30.51,    5.44,              8.92,   31.36,    3.48,    7.05,              0.59,              6.01,              5.16
34.60781,43.69081,1994,09,21,   12.17,   40.26,   22.18,   30.96,    2.72,              8.26,   31.24,    0.75,    5.54,              0.66,              5.81,              5.72
34.60781,43.69081,1994,09,22,   11.71,   40.03,   22.94,   30.82,    2.59,              8.67,   31.41,    0.79,    3.75,              0.67,              5.77,              5.77
34.60781,43.69081,1994,09,23,   11.59,   38.54,   23.66,   30.79,    2.17,              9.11,   30.36,    1.47,    3.19,              0.61,              5.54,              5.21
34.60781,43.69081,1994,09,24,   13.00,   39.81,   23.50,   31.29,    2.81,              9.40,   31.04,    2.10,    3.70,              0.58,              5.57,              4.90
34.60781,43.69081,1994,09,25,   17.44,   37.62,   23.86,   30.59,    2.19,             10.15,   30.60,    1.08,    3.39,              0.48,              5.78,              4.08
34.60781,43.69081,1994,09,26,   20.50,   37.63,   23.54,   30.61,    2.33,              9.92,   30.93,    1.43,    3.22,              0.57,              5.48,              4.79
34.60781,43.69081,1994,09,27,   26.62,   36.62,   24.62,   29.84,    3.08,             10.00,   31.02,    0.39,    4.64,              0.24,              5.56,              1.98
34.60781,43.69081,1994,09,28,   27.91,   34.88,   23.17,   29.21,    2.08,              9.73,   30.17,    1.15,    4.22,              0.57,              5.47,              4.69
34.60781,43.69081,1994,09,29,   24.64,   35.56,   23.21,   29.20,    1.95,              9.34,   29.68,    0.55,    3.44,              0.57,              4.96,              4.66
34.60781,43.69081,1994,09,30,   27.54,   35.76,   21.64,   28.39,    3.59,             10.12,   29.46,    1.52,    6.32,              0.42,              5.49,              3.39
34.60781,43.69081,1994,10,01,   38.36,   34.03,   23.85,   28.38,    2.91,              9.78,   29.90,    0.32,    5.31,              0.48,              5.10,              3.86
34.60781,43.69081,1994,10,02,   35.63,   33.37,   21.74,   27.57,    2.28,              8.79,   28.12,    0.82,    3.90,              0.64,              5.15,              5.15
34.60781,43.69081,1994,10,03,   28.99,   34.76,   21.55,   27.70,    2.95,              8.58,   28.25,    1.34,    4.02,              0.59,              4.91,              4.69
34.60781,43.69081,1994,10,04,   26.72,   34.80,   19.59,   26.52,    4.24,              8.41,   27.33,    3.22,    5.25,              0.61,              4.89,              4.77
34.60781,43.69081,1994,10,05,   22.13,   35.54,   19.18,   26.65,    3.40,              8.69,   27.19,    2.29,    4.11,              0.58,              4.96,              4.56
34.60781,43.69081,1994,10,06,   19.53,   35.34,   19.00,   26.52,    3.56,              8.40,   26.91,    2.41,    4.34,              0.60,              4.77,              4.68
34.60781,43.69081,1994,10,07,   21.07,   35.91,   18.79,   26.78,    2.57,              8.28,   27.50,    0.60,    3.84,              0.59,              4.62,              4.52
34.60781,43.69081,1994,10,08,   23.05,   35.60,   20.08,   27.25,    3.22,              8.28,   27.93,    1.23,    5.27,              0.57,              4.57,              4.37
34.60781,43.69081,1994,10,09,   21.56,   34.33,   19.22,   25.87,    4.24,              8.19,   26.69,    2.55,    6.25,              0.58,              4.56,              4.37
34.60781,43.69081,1994,10,10,   19.11,   34.89,   18.21,   25.82,    2.92,              8.12,   26.49,    1.35,    4.69,              0.54,              4.15,              4.04
34.60781,43.69081,1994,10,11,   14.28,   35.72,   17.14,   25.69,    3.89,              8.01,   26.31,    2.37,    4.87,              0.53,              4.06,              3.96
34.60781,43.69081,1994,10,12,   13.12,   35.60,   16.78,   25.31,    4.01,              8.49,   25.76,    2.93,    4.95,              0.51,              3.96,              3.81
34.60781,43.69081,1994,10,13,   25.47,   31.31,   19.55,   24.82,    3.24,              9.70,   24.53,    1.66,    4.51,              0.48,              4.93,              3.55
34.60781,43.69081,1994,10,14,   30.38,   32.99,   20.81,   26.23,    2.67,              9.84,   27.01,    1.45,    4.17,              0.48,              4.84,              3.48
34.60781,43.69081,1994,10,15,   33.97,   32.30,   21.53,   25.93,    3.16,              9.01,   26.45,    1.89,    4.32,              0.56,              4.80,              4.06
34.60781,43.69081,1994,10,16,   39.17,   31.17,   19.92,   25.23,    2.39,              8.89,   26.18,    1.42,    3.30,              0.42,              4.07,              3.01
34.60781,43.69081,1994,10,17,   41.26,   29.97,   21.86,   25.54,    3.55,              8.79,   26.01,    1.79,    6.63,              0.25,              4.68,              1.78
34.60781,43.69081,1994,10,18,   47.34,   30.44,   19.24,   24.10,    4.50,              8.40,   24.57,    2.38,    6.99,              0.65,              4.64,              4.61
34.60781,43.69081,1994,10,19,   52.49,   29.21,   20.26,   24.10,    3.06,              8.60,   24.66,    0.06,    5.38,              0.36,              4.12,              2.52
34.60781,43.69081,1994,10,20,   53.86,   28.16,   19.91,   23.17,    3.97,              8.36,   24.11,    2.28,    5.28,              0.55,              3.70,              3.78
34.60781,43.69081,1994,10,21,   50.46,   29.48,   17.62,   22.97,    2.22,              9.23,   23.71,    0.42,    4.28,              0.31,              4.48,              2.10
34.60781,43.69081,1994,10,22,   54.70,   28.89,   17.59,   23.10,    1.54,              8.16,   23.85,    0.49,    2.62,              0.51,              3.41,              3.45
34.60781,43.69081,1994,10,23,   47.79,   30.15,   17.79,   23.57,    2.09,              8.86,   24.35,    0.72,    3.13,              0.52,              3.57,              3.53
34.60781,43.69081,1994,10,24,   43.52,   31.72,   18.85,   24.63,    2.26,              9.37,   25.19,    0.92,    3.29,              0.46,              3.37,              3.09
34.60781,43.69081,1994,10,25,   41.18,   31.57,   20.11,   25.43,    1.90,              8.78,   25.17,    1.15,    2.59,              0.47,              4.16,              3.13
34.60781,43.69081,1994,10,26,   39.05,   32.29,   19.33,   25.48,    1.94,              9.36,   25.35,    0.17,    3.46,              0.38,              3.02,              2.48
34.60781,43.69081,1994,10,27,   38.75,   32.05,   20.38,   25.54,    2.80,              9.13,   25.34,    0.60,    5.24,              0.48,              3.67,              3.12
34.60781,43.69081,1994,10,28,   39.57,   30.76,   18.57,   23.68,    2.43,              8.48,   24.22,    0.35,    3.39,              0.47,              3.16,              3.05
34.60781,43.69081,1994,10,29,   41.10,   30.29,   18.04,   23.10,    2.27,              9.23,   23.82,    0.70,    3.33,              0.36,              3.73,              2.30
34.60781,43.69081,1994,10,30,   41.98,   29.79,   17.84,   22.86,    3.47,              9.36,   23.57,    2.53,    5.22,              0.54,              3.46,              3.44
34.60781,43.69081,1994,10,31,   55.78,   26.47,   15.64,   20.69,    2.22,              9.14,   21.74,    0.18,    3.72,              0.50,              3.08,              3.18
34.60781,43.69081,1994,11,01,   51.91,   24.99,   17.00,   20.47,    2.04,              8.87,   20.03,    0.61,    3.37,              0.38,              4.10,              2.37
34.60781,43.69081,1994,11,02,   48.97,   27.28,   14.74,   20.51,    2.35,              8.57,   20.85,    1.67,    2.95,              0.47,              2.92,              2.94
34.60781,43.69081,1994,11,03,   48.90,   24.61,   15.80,   19.76,    1.61,              8.79,   19.23,    0.64,    2.39,              0.40,              3.73,              2.48
34.60781,43.69081,1994,11,04,   71.34,   19.62,   16.27,   17.79,    3.40,              8.99,   17.26,    0.93,    6.24,              0.18,              4.15,              1.09
34.60781,43.69081,1994,11,05,   75.76,   22.55,   13.33,   17.57,    2.84,              9.08,   18.25,    1.43,    4.54,              0.33,              4.13,              2.00
34.60781,43.69081,1994,11,06,   80.77,   18.84,   14.65,   16.70,    3.30,              8.60,   16.66,    1.03,    6.31,              0.24,              4.17,              1.41
34.60781,43.69081,1994,11,07,   63.89,   19.45,   11.17,   15.07,    4.99,              8.00,   15.14,    1.91,    9.38,              0.46,              3.04,              2.75
34.60781,43.69081,1994,11,08,   56.49,   16.30,    7.11,   11.08,    3.61,              6.74,   11.13,    1.90,    6.49,              0.70,              4.22,              4.12
34.60781,43.69081,1994,11,09,   57.97,   16.83,    4.53,   10.02,    3.34,              6.59,   10.50,    2.49,    4.59,              0.68,              3.98,              3.97
34.60781,43.69081,1994,11,10,   54.19,   18.05,    4.45,   10.46,    2.93,              7.18,   10.92,    2.01,    3.58,              0.57,              3.36,              3.30
34.60781,43.69081,1994,11,11,   48.46,   18.96,    5.46,   11.12,    2.69,              6.65,   11.38,    1.41,    3.54,              0.54,              3.17,              3.10
34.60781,43.69081,1994,11,12,   47.79,   20.30,    5.88,   11.75,    3.03,              6.85,   11.59,    2.19,    3.58,              0.54,              3.07,              3.07
34.60781,43.69081,1994,11,13,   48.48,   20.50,    7.24,   12.56,    1.80,              6.88,   11.88,    0.62,    3.35,              0.52,              2.93,              2.93
34.60781,43.69081,1994,11,14,   48.51,   19.78,    7.00,   13.44,    2.70,              7.43,   12.27,    1.15,    4.40,              0.44,              3.44,              2.49
34.60781,43.69081,1994,11,15,   66.07,   18.89,   10.85,   14.13,    3.95,              8.17,   13.61,    3.21,    4.79,              0.38,              3.57,              2.12
34.60781,43.69081,1994,11,16,   79.97,   23.46,   11.30,   16.55,    4.81,              8.48,   16.19,    1.43,    7.42,              0.32,              2.67,              1.79
34.60781,43.69081,1994,11,17,   81.66,   17.15,   10.87,   14.11,    4.13,              8.30,   14.03,    2.31,    6.55,              0.35,              3.11,              1.92
34.60781,43.69081,1994,11,18,   70.95,   20.00,    9.95,   14.54,    2.54,              7.82,   14.24,    0.85,    4.40,              0.42,              3.57,              2.29
34.60781,43.69081,1994,11,19,   68.08,   19.07,   10.36,   13.83,    3.60,              7.69,   13.27,    2.07,    4.95,              0.39,              3.65,              2.10
34.60781,43.69081,1994,11,20,   55.48,   22.13,   11.61,   15.78,    4.42,              7.78,   14.55,    0.30,    7.33,              0.27,              3.58,              1.45
34.60781,43.69081,1994,11,21,   72.44,   23.79,   10.70,   16.32,    2.73,              7.43,   14.97,    0.92,    4.62,              0.54,              2.85,              2.85
34.60781,43.69081,1994,11,22,   81.79,   18.36,   11.98,   15.20,    3.91,              8.23,   14.81,    1.50,    7.50,              0.50,              2.60,              2.64
34.60781,43.69081,1994,11,23,   77.35,   19.61,   11.31,   15.51,    2.53,              7.79,   14.37,    1.13,    4.71,              0.43,              2.94,              2.27
34.60781,43.69081,1994,11,24,   69.41,   19.42,    9.32,   13.81,    3.13,              8.40,   13.21,    0.36,    4.99,              0.48,              2.48,              2.47
34.60781,43.69081,1994,11,25,   68.20,   18.50,    9.45,   13.17,    4.07,              7.90,   13.18,    1.10,    6.15,              0.28,              3.47,              1.43
34.60781,43.69081,1994,11,26,   72.49,   16.53,    7.69,   11.53,    3.61,              7.71,   12.07,    1.69,    5.31,              0.43,              3.24,              2.23
34.60781,43.69081,1994,11,27,   63.72,   17.82,    9.06,   12.27,    6.03,              7.70,   12.29,    3.89,    8.67,              0.32,              3.48,              1.62
34.60781,43.69081,1994,11,28,   77.17,   15.22,    7.09,   10.71,    3.53,              7.58,   10.30,    1.21,    5.91,              0.45,              2.82,              2.27
34.60781,43.69081,1994,11,29,   70.50,   17.96,    6.68,   11.67,    2.48,              7.32,   11.16,    0.91,    3.58,              0.49,              2.42,              2.46
34.60781,43.69081,1994,11,30,   60.25,   18.09,    7.66,   12.58,    3.12,              7.62,   11.98,    0.79,    4.81,              0.34,              2.46,              1.70
34.60781,43.69081,1994,12,01,   66.71,   15.81,    6.56,   10.69,    3.19,              6.64,   10.60,    1.37,    4.47,              0.68,              3.43,              3.40
34.60781,43.69081,1994,12,02,   64.71,   15.56,    5.02,    9.77,    7.12,              6.88,    9.74,    4.86,   10.05,              0.66,              3.33,              3.28
34.60781,43.69081,1994,12,03,   68.92,   13.56,    2.68,    8.56,    4.74,              7.21,    8.70,    2.88,    7.04,              0.56,              3.18,              2.75
34.60781,43.69081,1994,12,04,   52.48,    8.33,   -0.25,    4.01,    4.95,              6.35,    4.34,    3.20,    7.34,              0.58,              3.41,              2.85
34.60781,43.69081,1994,12,05,   50.96,    8.79,   -3.53,    2.55,    3.05,              7.00,    2.93,    1.81,    5.10,              0.42,              3.63,              2.04
34.60781,43.69081,1994,12,06,   35.12,    7.01,   -3.52,    0.83,    4.36,              5.29,    0.73,    3.20,    5.83,              0.69,              3.33,              3.33
34.60781,43.69081,1994,12,07,   40.45,    8.12,   -4.49,    0.46,    4.08,              5.47,    0.37,    3.27,    5.48,              0.65,              3.16,              3.16
34.60781,43.69081,1994,12,08,   46.72,    9.42,   -3.93,    2.17,    3.03,              5.83,    1.99,    1.69,    3.75,              0.61,              2.94,              2.94
34.60781,43.69081,1994,12,09,   47.84,   11.67,    1.10,    5.27,    1.72,              5.65,    3.60,    0.89,    2.41,              0.64,              3.08,              3.08
34.60781,43.69081,1994,12,10,   58.06,   12.08,   -0.52,    4.44,    3.08,              6.02,    3.89,    2.10,    3.86,              0.61,              3.00,              2.92
34.60781,43.69081,1994,12,11,   63.99,   12.37,   -0.46,    4.68,    3.57,              6.31,    4.30,    2.75,    4.58,              0.55,              2.63,              2.61
34.60781,43.69081,1994,12,12,   65.07,   10.52,    2.26,    5.73,    2.21,              7.24,    5.62,    0.32,    3.85,              0.42,              3.08,              1.99
34.60781,43.69081,1994,12,13,   76.10,    7.92,    3.79,    5.45,    2.23,              7.01,    5.35,    0.52,    4.17,              0.23,              3.41,              1.08
34.60781,43.69081,1994,12,14,   70.12,   11.48,    2.83,    6.45,    1.22,              6.45,    5.80,    0.39,    1.81,              0.59,              2.84,              2.78
34.60781,43.69081,1994,12,15,   69.71,   13.50,    0.95,    6.53,    2.22,              7.04,    6.02,    0.41,    4.37,              0.44,              3.30,              2.07
34.60781,43.69081,1994,12,16,   77.09,   12.28,    3.93,    7.50,    1.64,              6.50,    7.57,    0.76,    2.34,              0.49,              2.55,              2.32
34.60781,43.69081,1994,12,17,   75.10,   12.43,    5.66,    7.98,    2.54,              7.22,    7.79,    0.26,    4.70,              0.25,              3.37,              1.20
34.60781,43.69081,1994,12,18,   79.89,   13.86,    4.35,    8.27,    3.77,              7.57,    8.46,    2.47,    5.71,              0.31,              3.36,              1.44
34.60781,43.69081,1994,12,19,   81.77,   14.26,    6.39,    9.32,    4.58,              7.10,    9.04,    2.89,    7.71,              0.21,              3.34,              1.00
34.60781,43.69081,1994,12,20,   69.11,   10.67,    1.69,    6.64,    2.73,              6.19,    6.20,    1.02,    4.31,              0.69,              3.41,              3.25
34.60781,43.69081,1994,12,21,   59.23,   11.88,    1.98,    6.27,    2.17,              6.59,    5.13,    0.77,    3.38,              0.60,              3.43,              2.81
34.60781,43.69081,1994,12,22,   57.21,   13.03,   -0.44,    4.81,    3.80,              6.04,    4.51,    2.95,    4.73,              0.73,              3.44,              3.44
34.60781,43.69081,1994,12,23,   60.88,   12.12,   -0.64,    4.43,    3.54,              6.52,    3.99,    2.78,    4.85,              0.58,              3.34,              2.73
34.60781,43.69081,1994,12,24,   70.02,   14.13,   -0.07,    5.78,    3.93,              6.12,    5.45,    2.97,    5.64,              0.69,              3.24,              3.24
34.60781,43.69081,1994,12,25,   56.13,   17.18,    1.10,    7.34,    3.76,              6.02,    6.79,    2.75,    5.04,              0.68,              3.21,              3.21
34.60781,43.69081,1994,12,26,   49.37,   15.50,    0.54,    6.53,    2.86,              5.94,    5.86,    1.59,    3.69,              0.67,              3.15,              3.15
