-BEGIN HEADER-
NASA/POWER SRB/FLASHFlux/MERRA2/GEOS 5.12.4 (FP-IT) 0.5 x 0.5 Degree Daily Averaged Data 
Dates (month/day/year): 01/01/1990 through 03/31/2020 
Location: Latitude  34.6078   Longitude 43.6908 
Elevation from MERRA-2: Average for 1/2x1/2 degree lat/lon region = 140.22 meters   Site = na 
Climate zone: na (reference Briggs et al: http://www.energycodes.gov) 
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 All Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M MERRA2 1/2x1/2 Temperature at 2 Meters (C) 
WS10M_MIN MERRA2 1/2x1/2 Minimum Wind Speed at 10 Meters (m/s) 
T2M_MAX MERRA2 1/2x1/2 Maximum Temperature at 2 Meters (C) 
ALLSKY_SFC_LW_DWN SRB/FLASHFlux 1/2x1/2 Downward Thermal Infrared (Longwave) Radiative Flux (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN SRB/FLASHFlux 1/2x1/2 Clear Sky Insolation Incident on a Horizontal Surface (kW-hr/m^2/day) 
T2M_MIN MERRA2 1/2x1/2 Minimum Temperature at 2 Meters (C) 
WS10M_MAX MERRA2 1/2x1/2 Maximum Wind Speed at 10 Meters (m/s) 
KT SRB/FLASHFlux 1/2x1/2 Insolation Clearness Index (dimensionless) 
TS MERRA2 1/2x1/2 Earth Skin Temperature (C) 
RH2M MERRA2 1/2x1/2 Relative Humidity at 2 Meters (%) 
WS10M MERRA2 1/2x1/2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,RH2M,T2M_MAX,T2M_MIN,T2M,WS10M,ALLSKY_SFC_LW_DWN,TS,WS10M_MIN,WS10M_MAX,KT,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DWN
34.60781,43.69081,2002,05,12,   22.72,   32.97,   15.46,   24.59,    4.05,              7.89,   25.92,    2.40,    5.72,              0.70,              7.71,              7.71
34.60781,43.69081,2002,05,13,   27.83,   32.83,   17.35,   25.29,    4.44,              7.90,   26.64,    2.57,    5.68,              0.70,              7.74,              7.74
34.60781,43.69081,2002,05,14,   28.71,   31.68,   17.57,   24.28,    4.30,              9.18,   25.15,    2.00,    7.42,              0.39,              7.21,              4.29
34.60781,43.69081,2002,05,15,   33.98,   30.56,   19.04,   24.16,    5.75,              8.84,   25.61,    3.00,    8.86,              0.65,              7.27,              7.29
34.60781,43.69081,2002,05,16,   34.92,   30.82,   16.36,   23.96,    2.84,              8.68,   26.52,    2.04,    3.55,              0.66,              7.57,              7.35
34.60781,43.69081,2002,05,17,   25.92,   33.87,   17.91,   26.07,    3.38,              8.16,   27.69,    2.34,    4.30,              0.67,              7.43,              7.48
34.60781,43.69081,2002,05,18,   19.25,   38.26,   18.80,   28.90,    2.95,              8.24,   30.59,    0.44,    4.68,              0.69,              7.76,              7.76
34.60781,43.69081,2002,05,19,   17.61,   39.53,   22.31,   30.67,    4.95,              7.98,   31.88,    1.46,    7.48,              0.71,              7.99,              7.99
34.60781,43.69081,2002,05,20,   21.11,   36.10,   18.65,   27.53,    4.80,              8.49,   29.37,    3.51,    7.46,              0.63,              7.68,              7.08
34.60781,43.69081,2002,05,21,   20.38,   34.87,   18.20,   27.17,    3.16,              7.76,   29.44,    2.27,    3.97,              0.72,              8.13,              8.13
34.60781,43.69081,2002,05,22,   17.92,   36.76,   19.48,   28.91,    3.07,              8.46,   30.49,    1.09,    4.16,              0.72,              8.09,              8.09
34.60781,43.69081,2002,05,23,   16.86,   39.34,   21.56,   30.82,    4.78,              9.71,   31.22,    0.93,    8.15,              0.73,              8.18,              8.31
34.60781,43.69081,2002,05,24,   23.38,   34.72,   22.51,   28.41,    5.71,              8.90,   29.61,    2.26,   10.01,              0.70,              7.91,              7.90
34.60781,43.69081,2002,05,25,   27.16,   34.66,   19.88,   27.39,    4.22,              8.47,   29.39,    2.98,    6.57,              0.67,              7.56,              7.56
34.60781,43.69081,2002,05,26,   20.57,   37.92,   20.06,   29.38,    3.21,              8.38,   31.28,    1.94,    4.54,              0.71,              8.11,              8.11
34.60781,43.69081,2002,05,27,   15.44,   40.86,   22.44,   32.17,    2.80,              8.73,   33.93,    0.46,    3.84,              0.68,              7.72,              7.72
34.60781,43.69081,2002,05,28,   17.66,   41.41,   23.79,   32.38,    4.19,              8.58,   33.73,    1.98,    7.03,              0.67,              7.66,              7.66
34.60781,43.69081,2002,05,29,   23.07,   36.97,   21.12,   29.40,    4.38,              8.91,   31.61,    2.92,    5.43,              0.68,              7.80,              7.80
34.60781,43.69081,2002,05,30,   21.14,   38.55,   22.06,   30.34,    4.47,              8.43,   32.18,    3.14,    6.25,              0.68,              7.73,              7.73
34.60781,43.69081,2002,05,31,   16.38,   39.33,   22.89,   31.79,    3.03,              8.45,   32.86,    0.46,    5.85,              0.73,              8.35,              8.35
34.60781,43.69081,2002,06,01,   18.00,   37.25,   22.56,   29.86,    4.86,              8.63,   31.35,    1.34,    7.77,              0.74,              8.50,              8.50
34.60781,43.69081,2002,06,02,   19.51,   36.62,   20.72,   29.09,    4.24,              8.33,   31.29,    2.80,    6.89,              0.75,              8.57,              8.57
34.60781,43.69081,2002,06,03,   20.16,   35.18,   21.31,   28.10,    4.72,              8.00,   30.08,    3.41,    6.04,              0.74,              8.48,              8.48
34.60781,43.69081,2002,06,04,   12.92,   38.42,   18.70,   29.88,    2.37,              8.41,   31.91,    1.08,    4.17,              0.73,              8.41,              8.41
34.60781,43.69081,2002,06,05,   13.38,   39.76,   23.12,   31.90,    5.88,              8.33,   33.10,    3.81,    7.83,              0.75,              8.64,              8.64
34.60781,43.69081,2002,06,06,   22.52,   34.64,   22.14,   28.68,    5.61,              8.92,   30.48,    3.56,    7.59,              0.73,              8.76,              8.43
34.60781,43.69081,2002,06,07,   15.77,   36.62,   20.31,   28.66,    5.91,              8.37,   30.24,    4.06,    7.58,              0.75,              8.67,              8.67
34.60781,43.69081,2002,06,08,   14.48,   40.86,   19.99,   31.04,    4.79,              8.40,   32.65,    3.50,    7.47,              0.73,              8.46,              8.46
34.60781,43.69081,2002,06,09,   15.70,   42.59,   23.80,   34.07,    6.40,              8.77,   35.24,    3.96,    8.83,              0.75,              8.61,              8.61
34.60781,43.69081,2002,06,10,   13.44,   44.31,   26.30,   35.32,    5.89,              8.77,   36.58,    4.65,    7.34,              0.75,              8.61,              8.61
34.60781,43.69081,2002,06,11,    9.77,   44.62,   24.33,   34.98,    3.30,              8.46,   36.52,    0.92,    4.67,              0.75,              8.61,              8.61
34.60781,43.69081,2002,06,12,   16.15,   42.04,   25.67,   33.54,    5.04,              8.91,   35.15,    2.64,    7.75,              0.75,              8.71,              8.71
34.60781,43.69081,2002,06,13,   17.72,   39.08,   22.98,   31.41,    4.47,              8.42,   33.53,    3.29,    6.98,              0.75,              8.72,              8.72
34.60781,43.69081,2002,06,14,   15.66,   40.64,   23.29,   32.32,    4.33,              8.16,   34.41,    3.13,    6.49,              0.76,              8.83,              8.83
34.60781,43.69081,2002,06,15,   14.31,   41.81,   23.22,   33.12,    4.46,              8.52,   35.03,    3.11,    6.58,              0.75,              8.70,              8.70
34.60781,43.69081,2002,06,16,   12.15,   43.13,   24.70,   34.52,    5.72,              8.54,   36.12,    4.20,    7.87,              0.76,              8.75,              8.75
34.60781,43.69081,2002,06,17,   13.86,   42.66,   24.71,   33.96,    5.75,              8.42,   35.57,    3.97,    7.07,              0.76,              8.79,              8.79
34.60781,43.69081,2002,06,18,   17.50,   40.50,   24.98,   32.81,    4.83,              8.68,   34.86,    3.31,    8.30,              0.74,              8.59,              8.59
34.60781,43.69081,2002,06,19,   21.10,   38.88,   25.33,   32.17,    5.37,              9.02,   34.14,    2.87,    9.20,              0.70,              8.10,              8.10
34.60781,43.69081,2002,06,20,   14.20,   35.94,   23.62,   29.80,    4.99,              8.60,   31.83,    3.16,    7.19,              0.75,              8.79,              8.65
34.60781,43.69081,2002,06,21,   18.22,   37.56,   21.00,   29.81,    2.92,              7.85,   32.92,    0.63,    4.39,              0.76,              8.81,              8.81
34.60781,43.69081,2002,06,22,   17.79,   39.77,   22.71,   32.15,    3.83,              7.99,   35.03,    1.30,    7.08,              0.74,              8.56,              8.56
34.60781,43.69081,2002,06,23,   14.67,   41.54,   25.19,   33.45,    5.45,              8.61,   35.31,    3.95,    7.04,              0.76,              8.74,              8.74
34.60781,43.69081,2002,06,24,   15.43,   43.84,   25.09,   35.30,    3.25,              9.04,   37.78,    1.13,    7.65,              0.75,              8.62,              8.62
34.60781,43.69081,2002,06,25,   12.54,   44.78,   28.17,   36.94,    4.03,              9.24,   38.80,    0.78,    9.12,              0.78,              8.97,              8.97
34.60781,43.69081,2002,06,26,   10.86,   46.23,   28.87,   37.85,    3.32,              9.02,   40.21,    0.38,    5.58,              0.66,              7.68,              7.68
34.60781,43.69081,2002,06,27,   16.43,   44.43,   28.50,   36.47,    4.92,              8.98,   38.29,    3.27,    7.25,              0.74,              8.57,              8.57
34.60781,43.69081,2002,06,28,   16.44,   43.63,   27.89,   35.95,    3.97,              9.25,   38.39,    2.30,    5.58,              0.74,              8.51,              8.51
34.60781,43.69081,2002,06,29,   20.09,   41.93,   27.26,   34.91,    5.41,              9.31,   37.05,    4.25,    7.51,              0.74,              8.52,              8.52
34.60781,43.69081,2002,06,30,   15.65,   40.39,   25.62,   32.96,    4.61,              8.29,   35.12,    3.03,    6.97,              0.76,              8.75,              8.75
34.60781,43.69081,2002,07,01,    9.86,   42.49,   23.92,   33.78,    4.29,              7.55,   35.85,    2.24,    6.98,              0.67,              7.74,              7.74
34.60781,43.69081,2002,07,02,   10.16,   43.59,   24.15,   34.60,    4.70,              8.04,   36.34,    3.47,    6.25,              0.74,              8.56,              8.56
34.60781,43.69081,2002,07,03,   11.17,   44.56,   25.78,   35.68,    4.79,              8.52,   37.12,    3.18,    5.91,              0.72,              8.23,              8.23
34.60781,43.69081,2002,07,04,   13.49,   45.21,   26.79,   36.23,    4.38,              9.04,   38.31,    2.14,    7.37,              0.69,              7.97,              7.97
34.60781,43.69081,2002,07,05,   18.88,   42.05,   26.38,   34.79,    4.43,              9.51,   37.13,    2.57,    7.17,              0.66,              7.57,              7.57
34.60781,43.69081,2002,07,06,   13.83,   42.88,   26.79,   35.24,    3.96,              8.69,   37.79,    2.53,    6.07,              0.69,              7.90,              7.90
34.60781,43.69081,2002,07,07,   15.61,   44.40,   26.74,   36.12,    3.91,              8.75,   38.57,    2.45,    5.54,              0.65,              7.48,              7.48
34.60781,43.69081,2002,07,08,   16.14,   44.95,   28.58,   37.15,    4.35,              8.75,   39.46,    2.25,    5.75,              0.63,              7.21,              7.21
34.60781,43.69081,2002,07,09,   13.80,   43.86,   28.68,   36.32,    3.74,              8.91,   38.49,    1.21,    5.50,              0.65,              7.47,              7.47
34.60781,43.69081,2002,07,10,   15.00,   44.14,   28.08,   36.37,    5.05,              8.85,   38.35,    4.13,    6.20,              0.69,              7.86,              7.86
34.60781,43.69081,2002,07,11,   12.02,   42.85,   27.73,   35.62,    6.19,              8.61,   37.23,    4.61,    7.85,              0.71,              8.13,              8.13
34.60781,43.69081,2002,07,12,   13.83,   43.50,   26.60,   35.53,    4.13,              8.86,   37.65,    2.83,    5.18,              0.68,              7.77,              7.77
34.60781,43.69081,2002,07,13,   14.92,   44.53,   28.56,   36.72,    4.16,              9.01,   38.84,    2.87,    5.71,              0.68,              7.77,              7.77
34.60781,43.69081,2002,07,14,   14.49,   43.71,   28.34,   36.18,    4.61,              8.86,   38.32,    3.10,    6.42,              0.67,              7.65,              7.65
34.60781,43.69081,2002,07,15,   23.43,   40.66,   27.61,   34.42,    4.79,              9.82,   36.80,    2.90,    6.18,              0.62,              7.04,              7.04
34.60781,43.69081,2002,07,16,   22.31,   41.52,   28.30,   35.06,    2.72,              9.66,   37.67,    0.74,    4.54,              0.63,              7.13,              7.13
34.60781,43.69081,2002,07,17,   18.32,   43.76,   29.47,   36.88,    2.98,              9.48,   38.92,    0.89,    4.81,              0.63,              7.04,              7.08
34.60781,43.69081,2002,07,18,   14.86,   46.42,   29.71,   38.32,    3.34,              9.80,   40.19,    2.05,    4.81,              0.63,              7.03,              7.09
34.60781,43.69081,2002,07,19,   12.35,   47.88,   30.97,   39.89,    5.00,             10.07,   41.48,    3.63,    6.59,              0.65,              7.82,              7.32
34.60781,43.69081,2002,07,20,   13.57,   47.62,   31.57,   39.82,    7.08,              9.88,   41.46,    5.16,    8.57,              0.70,              7.96,              7.89
34.60781,43.69081,2002,07,21,   15.55,   46.72,   32.50,   39.60,    7.05,              9.32,   41.32,    5.40,    8.35,              0.71,              7.94,              7.94
34.60781,43.69081,2002,07,22,   16.94,   46.59,   32.36,   39.13,    5.76,              8.97,   40.82,    3.38,    8.15,              0.70,              7.82,              7.82
34.60781,43.69081,2002,07,23,   15.71,   45.79,   30.60,   38.03,    5.40,              9.18,   39.98,    3.41,    7.70,              0.69,              7.76,              7.74
34.60781,43.69081,2002,07,24,   24.89,   40.42,   29.20,   34.74,    5.49,              9.49,   36.99,    3.62,    7.21,              0.70,              7.83,              7.83
34.60781,43.69081,2002,07,25,   21.47,   40.44,   27.79,   34.23,    4.15,              9.75,   36.57,    2.39,    5.84,              0.67,              7.63,              7.44
34.60781,43.69081,2002,07,26,   16.61,   39.69,   26.08,   33.10,    4.30,              9.81,   35.25,    2.99,    5.97,              0.71,              7.59,              7.88
34.60781,43.69081,2002,07,27,   14.97,   42.03,   24.94,   33.75,    4.42,              9.05,   35.77,    3.80,    5.75,              0.69,              7.66,              7.66
34.60781,43.69081,2002,07,28,   14.52,   45.22,   25.83,   36.33,    4.53,              9.20,   38.51,    2.71,    7.83,              0.69,              7.67,              7.67
34.60781,43.69081,2002,07,29,   13.47,   47.06,   30.28,   38.42,    7.35,              9.67,   39.52,    5.98,    8.96,              0.69,              7.64,              7.64
34.60781,43.69081,2002,07,30,   13.80,   47.02,   30.01,   38.51,    3.69,              9.55,   40.33,    0.14,    6.69,              0.68,              7.48,              7.48
34.60781,43.69081,2002,07,31,   10.95,   47.12,   29.31,   38.16,    3.66,              9.10,   39.97,    2.29,    4.73,              0.69,              7.58,              7.58
34.60781,43.69081,2002,08,01,    9.24,   46.23,   28.25,   37.35,    4.62,              8.55,   38.76,    3.66,    6.16,              0.71,              7.81,              7.81
34.60781,43.69081,2002,08,02,   10.96,   46.61,   28.52,   37.80,    6.10,              8.86,   38.74,    3.77,    8.56,              0.71,              7.72,              7.72
34.60781,43.69081,2002,08,03,   11.20,   44.90,   28.32,   36.68,    4.93,              8.75,   38.40,    3.86,    6.95,              0.71,              7.72,              7.72
34.60781,43.69081,2002,08,04,   11.44,   45.05,   27.31,   36.50,    2.84,              9.26,   38.77,    0.78,    3.86,              0.70,              7.57,              7.57
34.60781,43.69081,2002,08,05,   13.90,   44.99,   28.96,   36.92,    5.06,              9.20,   38.50,    2.35,    7.97,              0.64,              6.88,              6.88
34.60781,43.69081,2002,08,06,   18.07,   43.08,   27.51,   35.57,    5.61,              8.81,   37.55,    4.35,    7.59,              0.71,              7.62,              7.62
34.60781,43.69081,2002,08,07,   17.64,   42.00,   26.78,   34.84,    5.04,              8.90,   36.83,    3.77,    6.62,              0.71,              7.59,              7.59
34.60781,43.69081,2002,08,08,   17.56,   41.75,   27.07,   34.67,    4.67,              8.74,   36.67,    3.05,    6.06,              0.71,              7.64,              7.64
34.60781,43.69081,2002,08,09,   18.30,   42.20,   27.11,   34.88,    5.19,              8.70,   36.72,    4.08,    6.97,              0.72,              7.73,              7.73
34.60781,43.69081,2002,08,10,   16.28,   41.51,   26.53,   34.01,    5.47,              8.89,   35.62,    4.05,    7.41,              0.71,              7.59,              7.59
34.60781,43.69081,2002,08,11,   17.83,   44.53,   26.04,   35.47,    5.57,              8.64,   37.24,    4.24,    6.38,              0.73,              7.75,              7.75
34.60781,43.69081,2002,08,12,   14.67,   46.04,   26.52,   36.68,    3.54,              8.67,   38.99,    2.02,    5.87,              0.70,              7.42,              7.42
34.60781,43.69081,2002,08,13,   17.98,   46.69,   29.19,   38.07,    4.66,              9.22,   40.06,    2.61,    7.88,              0.69,              7.25,              7.25
34.60781,43.69081,2002,08,14,   13.08,   46.40,   29.30,   37.48,    5.10,              9.31,   38.97,    3.49,    7.80,              0.68,              7.13,              7.13
34.60781,43.69081,2002,08,15,   21.85,   41.15,   28.42,   34.42,    5.43,              9.74,   36.04,    3.53,    7.17,              0.66,              7.50,              6.93
34.60781,43.69081,2002,08,16,   24.23,   40.58,   26.43,   33.56,    3.59,              9.41,   36.05,    1.54,    5.56,              0.69,              7.18,              7.18
34.60781,43.69081,2002,08,17,   24.78,   39.14,   26.85,   32.97,    4.37,              9.48,   35.08,    2.97,    5.93,              0.64,              6.99,              6.67
34.60781,43.69081,2002,08,18,   22.80,   39.46,   24.71,   32.31,    4.30,              8.94,   34.45,    3.12,    5.78,              0.67,              6.97,              6.97
34.60781,43.69081,2002,08,19,   22.37,   39.34,   24.93,   32.33,    4.50,              8.79,   34.32,    3.35,    6.00,              0.68,              7.01,              7.01
34.60781,43.69081,2002,08,20,   18.77,   40.85,   24.37,   32.85,    4.76,              8.94,   34.51,    3.15,    6.69,              0.68,              6.94,              6.94
34.60781,43.69081,2002,08,21,   16.81,   40.97,   25.37,   33.16,    5.95,              8.62,   34.40,    4.14,    8.52,              0.69,              7.04,              7.04
34.60781,43.69081,2002,08,22,   17.56,   40.31,   24.22,   32.27,    5.17,              8.81,   33.76,    3.81,    7.27,              0.67,              6.77,              6.78
34.60781,43.69081,2002,08,23,   19.59,   39.48,   23.66,   31.82,    4.57,              9.08,   33.51,    3.53,    6.53,              0.67,              6.75,              6.76
34.60781,43.69081,2002,08,24,   18.01,   41.42,   23.32,   32.55,    4.25,              9.10,   34.18,    3.11,    5.42,              0.66,              6.66,              6.66
34.60781,43.69081,2002,08,25,   15.64,   41.85,   24.50,   33.15,    5.34,              8.88,   34.38,    3.92,    6.97,              0.66,              6.66,              6.67
34.60781,43.69081,2002,08,26,   13.81,   42.36,   26.02,   34.05,    3.79,              8.97,   35.46,    2.87,    4.35,              0.66,              6.57,              6.58
34.60781,43.69081,2002,08,27,   17.28,   41.63,   26.32,   33.82,    4.11,              8.71,   35.42,    3.05,    5.17,              0.67,              6.69,              6.69
34.60781,43.69081,2002,08,28,   16.59,   40.64,   25.10,   32.75,    4.37,              8.68,   34.08,    3.09,    6.50,              0.67,              6.62,              6.63
34.60781,43.69081,2002,08,29,   15.61,   40.11,   24.64,   32.22,    3.68,              8.46,   33.72,    2.10,    5.76,              0.68,              6.66,              6.66
34.60781,43.69081,2002,08,30,   15.89,   40.79,   24.70,   32.51,    3.59,              8.44,   33.95,    2.07,    5.19,              0.67,              6.59,              6.59
34.60781,43.69081,2002,08,31,   15.08,   40.69,   24.23,   32.38,    4.17,              8.43,   33.65,    2.79,    6.15,              0.68,              6.61,              6.62
34.60781,43.69081,2002,09,01,   16.00,   41.12,   23.91,   32.48,    4.14,              8.46,   33.66,    3.10,    5.10,              0.71,              6.86,              6.86
34.60781,43.69081,2002,09,02,   14.20,   41.62,   24.50,   32.92,    4.63,              8.48,   33.87,    3.39,    6.60,              0.73,              7.04,              7.04
34.60781,43.69081,2002,09,03,   16.90,   40.59,   23.33,   32.11,    4.60,              8.33,   33.37,    3.54,    5.88,              0.73,              7.01,              7.00
34.60781,43.69081,2002,09,04,   22.09,   39.68,   24.27,   31.91,    4.69,              9.18,   33.29,    3.35,    6.59,              0.70,              6.72,              6.72
34.60781,43.69081,2002,09,05,   20.13,   39.12,   24.07,   31.41,    3.52,              8.58,   32.95,    2.26,    4.49,              0.73,              6.97,              6.96
34.60781,43.69081,2002,09,06,   18.62,   39.79,   23.24,   31.47,    4.39,              8.26,   32.75,    3.56,    6.03,              0.72,              6.84,              6.84
34.60781,43.69081,2002,09,07,   18.87,   40.02,   23.50,   31.91,    3.64,              8.42,   33.52,    2.09,    4.65,              0.71,              6.71,              6.71
34.60781,43.69081,2002,09,08,   21.02,   38.42,   24.14,   31.11,    4.50,              8.37,   32.62,    3.38,    5.89,              0.71,              6.65,              6.64
34.60781,43.69081,2002,09,09,   22.14,   37.03,   22.47,   29.85,    4.52,              8.21,   31.38,    3.54,    6.05,              0.66,              6.17,              6.17
34.60781,43.69081,2002,09,10,   20.09,   36.92,   22.05,   29.37,    3.88,              8.40,   30.79,    3.15,    5.19,              0.73,              6.75,              6.74
34.60781,43.69081,2002,09,11,   18.76,   38.54,   22.90,   30.92,    2.80,              8.89,   32.40,    1.36,    4.14,              0.70,              6.51,              6.48
34.60781,43.69081,2002,09,12,   14.02,   42.06,   25.69,   33.23,    4.15,              8.55,   34.11,    2.92,    5.45,              0.71,              6.46,              6.46
34.60781,43.69081,2002,09,13,   20.73,   37.69,   23.55,   30.03,    6.31,              8.74,   31.03,    4.44,    8.14,              0.71,              6.41,              6.45
34.60781,43.69081,2002,09,14,   21.88,   37.28,   20.68,   28.71,    4.00,              8.35,   30.14,    3.06,    5.12,              0.72,              6.54,              6.54
34.60781,43.69081,2002,09,15,   20.06,   37.72,   21.11,   29.20,    4.03,              8.32,   30.40,    2.73,    6.05,              0.71,              6.41,              6.41
34.60781,43.69081,2002,09,16,   21.02,   37.89,   21.82,   29.71,    3.94,              8.34,   30.84,    1.85,    6.34,              0.72,              6.46,              6.46
34.60781,43.69081,2002,09,17,   18.63,   38.88,   22.54,   30.57,    4.89,              8.67,   31.35,    2.83,    7.73,              0.72,              6.43,              6.43
34.60781,43.69081,2002,09,18,   19.95,   39.54,   22.58,   31.10,    3.70,              8.61,   31.81,    1.01,    5.66,              0.69,              6.08,              6.08
34.60781,43.69081,2002,09,19,   23.02,   36.77,   23.52,   29.55,    3.54,              8.50,   30.06,    0.58,    6.60,              0.70,              6.11,              6.11
34.60781,43.69081,2002,09,20,   17.96,   36.75,   21.00,   28.69,    3.61,              8.80,   29.98,    2.59,    4.45,              0.71,              6.17,              6.16
34.60781,43.69081,2002,09,21,   14.83,   40.70,   24.22,   32.02,    3.01,              9.96,   32.23,    0.49,    5.20,              0.63,              6.14,              5.47
34.60781,43.69081,2002,09,22,   15.31,   41.39,   24.71,   32.43,    3.44,              8.86,   32.30,    2.05,    5.44,              0.69,              5.92,              5.91
34.60781,43.69081,2002,09,23,   12.54,   42.73,   25.54,   33.91,    3.25,              9.12,   33.14,    0.94,    4.83,              0.69,              5.91,              5.90
34.60781,43.69081,2002,09,24,   13.22,   42.01,   27.73,   33.45,    3.35,              9.02,   32.93,    0.37,    6.25,              0.69,              5.84,              5.83
34.60781,43.69081,2002,09,25,   17.76,   39.69,   22.38,   30.59,    4.85,              8.33,   31.45,    3.29,    6.33,              0.72,              6.04,              6.04
34.60781,43.69081,2002,09,26,   16.64,   39.67,   22.12,   29.79,    3.99,              8.60,   30.78,    2.93,    5.36,              0.68,              5.65,              5.65
34.60781,43.69081,2002,09,27,   19.30,   38.18,   22.32,   29.77,    3.13,              8.45,   30.17,    0.83,    5.35,              0.70,              5.79,              5.79
34.60781,43.69081,2002,09,28,   21.08,   38.75,   23.96,   30.43,    3.51,              8.58,   31.11,    1.07,    6.28,              0.70,              5.77,              5.77
34.60781,43.69081,2002,09,29,   18.19,   39.47,   21.78,   29.86,    4.65,              8.18,   30.56,    3.52,    5.54,              0.69,              5.64,              5.64
34.60781,43.69081,2002,09,30,   14.03,   40.83,   21.30,   29.85,    3.79,              8.22,   30.39,    2.48,    4.82,              0.68,              5.49,              5.49
34.60781,43.69081,2002,10,01,   14.57,   40.84,   22.23,   30.33,    3.23,              8.18,   30.59,    1.27,    4.76,              0.61,              4.93,              4.93
34.60781,43.69081,2002,10,02,   16.99,   39.06,   24.02,   30.62,    3.36,              9.40,   30.66,    1.98,    5.78,              0.64,              5.14,              5.14
34.60781,43.69081,2002,10,03,   23.44,   36.51,   22.80,   29.10,    4.14,             10.02,   30.03,    2.91,    7.01,              0.60,              5.69,              4.75
34.60781,43.69081,2002,10,04,   43.85,   29.18,   20.19,   24.88,    6.94,              9.61,   25.44,    5.17,   10.46,              0.36,              5.24,              2.85
34.60781,43.69081,2002,10,05,   34.39,   31.66,   18.30,   24.40,    4.58,              9.40,   25.64,    3.19,    6.01,              0.64,              5.03,              5.02
34.60781,43.69081,2002,10,06,   23.80,   33.38,   19.35,   25.98,    2.93,              9.51,   27.15,    2.02,    4.25,              0.53,              4.85,              4.10
34.60781,43.69081,2002,10,07,   21.09,   34.87,   21.09,   28.04,    2.14,              9.26,   28.35,    0.25,    3.66,              0.63,              4.86,              4.85
34.60781,43.69081,2002,10,08,   22.24,   35.88,   23.28,   28.47,    3.37,             10.07,   28.26,    1.80,    5.12,              0.51,              4.90,              3.87
34.60781,43.69081,2002,10,09,   19.81,   37.79,   22.55,   29.61,    1.94,              9.53,   29.84,    0.10,    5.00,              0.64,              4.77,              4.86
34.60781,43.69081,2002,10,10,   18.58,   39.37,   23.91,   30.22,    2.88,              9.04,   30.78,    1.13,    5.22,              0.61,              4.52,              4.62
34.60781,43.69081,2002,10,11,   18.27,   39.99,   23.77,   30.93,    4.69,              8.82,   31.13,    3.79,    5.70,              0.63,              4.67,              4.67
34.60781,43.69081,2002,10,12,   18.86,   38.71,   23.34,   30.12,    4.34,              8.57,   30.26,    3.42,    6.60,              0.65,              4.82,              4.82
34.60781,43.69081,2002,10,13,   14.99,   37.41,   22.18,   28.67,    3.52,              8.11,   28.54,    2.38,    5.12,              0.63,              4.62,              4.62
34.60781,43.69081,2002,10,14,   13.03,   37.35,   22.51,   28.64,    1.95,              9.19,   27.69,    0.47,    3.01,              0.63,              4.59,              4.59
34.60781,43.69081,2002,10,15,   12.57,   36.96,   21.19,   28.55,    2.96,              9.30,   28.15,    1.75,    5.46,              0.63,              4.57,              4.57
34.60781,43.69081,2002,10,16,   18.03,   36.64,   21.93,   28.06,    4.69,              9.53,   27.17,    0.54,    8.78,              0.33,              4.87,              2.39
34.60781,43.69081,2002,10,17,   27.91,   33.90,   22.90,   26.95,    4.98,              9.71,   27.16,    1.87,    9.45,              0.39,              4.62,              2.79
34.60781,43.69081,2002,10,18,   29.51,   32.81,   23.02,   26.85,    2.71,              9.89,   26.65,    1.30,    4.52,              0.40,              4.64,              2.85
34.60781,43.69081,2002,10,19,   34.36,   30.68,   19.89,   25.34,    2.30,              9.19,   24.72,    0.94,    4.25,              0.56,              3.88,              3.91
34.60781,43.69081,2002,10,20,   26.40,   32.84,   19.68,   25.71,    1.99,              8.63,   25.69,    0.47,    2.68,              0.58,              4.04,              4.04
34.60781,43.69081,2002,10,21,   26.61,   31.83,   20.36,   25.47,    3.31,              9.08,   25.27,    1.32,    6.31,              0.52,              4.24,              3.55
34.60781,43.69081,2002,10,22,   39.89,   28.17,   15.92,   21.42,    4.11,              8.20,   22.60,    2.87,    5.74,              0.53,              3.60,              3.60
34.60781,43.69081,2002,10,23,   27.91,   28.18,   15.47,   20.62,    2.89,              8.56,   21.28,    1.73,    4.07,              0.56,              3.80,              3.79
34.60781,43.69081,2002,10,24,   25.91,   28.07,   15.22,   20.58,    2.15,              8.51,   20.94,    0.47,    3.25,              0.53,              3.57,              3.56
34.60781,43.69081,2002,10,25,   24.72,   29.44,   16.56,   21.87,    2.06,              8.18,   21.79,    0.82,    2.87,              0.54,              3.62,              3.60
34.60781,43.69081,2002,10,26,   23.90,   30.51,   16.62,   22.84,    2.82,              8.95,   22.71,    1.15,    4.93,              0.47,              3.96,              3.11
34.60781,43.69081,2002,10,27,   20.31,   33.71,   19.39,   26.18,    2.86,              8.16,   25.01,    0.89,    4.24,              0.54,              3.51,              3.51
